,Date,Open,High,Low,Close,Volume,Slope,Slope20,Z_Score,Z_Score2,Z_Score3,#10%Opps,#5%Opps,Ranking,Ticker
133,2025-03-14,24.530000686645508,24.540000915527344,24.13999938964844,24.13999938964844,83260.0,-0.0002998428707838,0.0588270445515338,-1.4042453911073922,-1.1256962792922771,-0.1107656143782753,12,18,9.109496929769495,PET.TO
106,2025-03-14,76.36000061035156,77.41000366210938,76.12000274658203,76.75,78882.0,-0.0278894215648858,0.0419926464109492,-0.9256222022784774,-1.3443445344080764,-0.1451087072345382,0,1,3.5227213531486634,PBH.TO
22,2025-03-14,156.82000732421875,160.52000427246094,156.82000732421875,159.7100067138672,57337.0,-0.3896832147897834,0.0307519898378759,-1.111787127445491,-1.4736670822259583,-1.1176842688188242,0,4,2.9047026750755363,KXS.TO
84,2025-03-14,9.890000343322754,10.380000114440918,9.890000343322754,10.34000015258789,121807.0,-0.0220423056422434,0.0295413662616471,-0.4492418711569941,-0.9145816705621004,-0.993853872793377,19,22,1.9680385395838376,BHC.TO
5,2025-03-14,45.970001220703125,46.4900016784668,45.77999877929688,45.86000061035156,38129.0,-0.0414144216423499,0.0148571874862326,-0.9124877500073524,-0.9658619388933558,-0.3590367418553625,0,4,1.5514609377779112,NWC.TO
74,2025-03-14,3.819999933242798,3.819999933242798,3.75,3.755000114440918,239194.0,-0.0012108349409259,0.0027706771864926,-1.0367976189486947,-0.648967713956189,-0.3316254190634056,0,28,1.0830896417836502,SVI.TO
0,2025-03-14,9.760000228881836,9.800000190734863,9.5,9.550000190734863,927108.0,0.0040313567893332,0.0798597748118235,3.7452421247416,2.9065281887074765,1.8420475006951675,19,59,0.0,AG.TO
93,2025-03-14,16.3700008392334,16.6299991607666,16.229999542236328,16.31999969482422,509712.0,0.0092369308048048,-0.1138627590093397,0.2087096931698704,0.1002966156276976,0.3201464284455763,4,56,0.0,POU.TO
89,2025-03-14,6.869999885559082,6.920000076293945,6.664999961853027,6.71999979019165,1360491.0,-0.0625938668949524,-0.1084586390875335,-1.8519326316886453,-1.811517123787182,-1.6874563459483494,10,29,0.0,NXE.TO
90,2025-03-14,52.119998931884766,52.84000015258789,51.81999969482422,52.34999847412109,67042.0,-0.1189746213173626,-0.0792482160984125,-0.941594120486078,-1.2759512599087528,-1.3168572833554413,0,13,0.0,LNR.TO
91,2025-03-14,23.780000686645508,24.32999992370605,23.57999992370605,24.07999992370605,1257759.0,-0.0158984694135434,-0.0053759424309981,0.7863810760075823,0.4011505324773454,0.2556505679680134,7,26,0.0,MEG.TO
92,2025-03-14,17.06999969482422,17.190000534057617,16.40999984741211,16.43000030517578,50682.0,-0.019034375897291,-0.0160676891642405,-0.4590922407200077,-0.3284694249706039,-0.9932405743213518,3,33,0.0,SEA.TO
95,2025-03-14,5.010000228881836,5.019999980926514,4.934999942779541,4.985000133514404,1705867.0,-0.0105367527633416,-0.0068007501444422,-0.069552328555421,-0.2455087823516568,-0.1672423509854745,13,32,0.0,ATH.TO
94,2025-03-14,8.5,8.640000343322754,8.5,8.609999656677246,2859.0,-0.0479714441526383,-0.0451127747844036,-0.7115217712435324,-0.9628677306618,-1.0045723988873092,6,31,0.0,IE.TO
87,2025-03-14,17.25,18.299999237060547,17.25,18.030000686645508,1527738.0,-0.3332205145526726,-0.6385037787874839,-1.711657731075661,-1.846722592546779,-1.7949134793553152,37,25,0.0,HUT.TO
96,2025-03-14,4.0,4.059999942779541,3.984999895095825,4.039999961853027,674173.0,0.0004124812636029,-0.0077218070066064,0.6068334809852037,-0.1582789088046282,-0.3935950964548935,1,22,0.0,FOM.TO
97,2025-03-14,25.6299991607666,25.84000015258789,25.3700008392334,25.40999984741211,53313.0,-0.1292573554625528,-0.3106541253570327,-2.031064190405929,-2.00293051069402,-1.9004464666927567,0,0,0.0,TOY.TO
98,2025-03-14,25.850000381469727,25.950000762939453,25.604999542236328,25.850000381469727,242584.0,-0.0352439241898494,-0.0969022750854492,-1.6723609063272942,-1.763452092998707,-1.3954491618423164,0,2,0.0,PSK.TO
99,2025-03-14,12.06999969482422,12.550000190734863,12.06999969482422,12.539999961853027,761595.0,0.0607218401196266,0.0995488618549547,2.8606647179581293,2.26730511060837,1.8364883009356023,27,60,0.0,OLA.TO
88,2025-03-14,4.179999828338623,4.179999828338623,4.074999809265137,4.09499979019165,963813.0,0.0011444627135471,-0.0180893478536964,0.0855510970452436,-0.1188835270872258,-0.6149444439422996,2,38,0.0,OGC.TO
85,2025-03-14,20.030000686645508,20.3799991607666,19.940000534057617,20.34000015258789,65921.0,0.0705383360291334,-0.0593909873101944,1.0242254898920562,0.6391464286698354,0.8313943760859698,5,59,0.0,IPCO.TO
86,2025-03-14,12.899999618530272,13.020000457763672,12.8100004196167,12.869999885559082,120847.0,-0.0356610500894482,-0.037017447966382,-1.6086630684125287,-1.70286944766508,-1.7246748421631946,0,2,0.0,MTL.TO
101,2025-03-14,12.380000114440918,12.619999885559082,12.289999961853027,12.604999542236328,469535.0,-0.005699581900707,-0.0309205392249544,-0.32878354770641,-0.8840361420676696,-0.7166605107916372,0,6,0.0,FRU.TO
83,2025-03-14,29.71999931335449,30.190000534057617,29.6200008392334,30.100000381469727,164366.0,0.021570920616404,-0.0634961967181442,-0.0307389418057877,-0.92530832222793,-1.6226919933529562,0,1,0.0,LIF.TO
82,2025-03-14,1.350000023841858,1.3899999856948853,1.350000023841858,1.350000023841858,138389.0,-0.0108492858317842,-0.0430075173091171,-2.3068180849091693,-2.3842657785418937,-2.0566692385163607,30,31,0.0,CURA.TO
